mtgjsonid	scryfallId	name
9e9d8118-8b6e-5e6c-bbad-2a36c31289a2	fe04dfe7-6376-4c12-9404-0e1ae0942917	Cho-Manno, Revolutionary
8546fd0a-a4fc-5680-85e7-1e26a1e98fed	ea9edff0-58a8-405d-9f2e-39f8269bbcb2	Condemn
d6e2b4ab-94c8-5a7c-a997-8f01a4eafb6a	6197c672-dfa1-4d1e-97ea-af916864d23c	Demystify
d4ce6415-72dd-5f4a-96ea-3b874679910b	1e22d287-274e-4222-9ed7-3e609a84ac07	Field Marshal
7106a657-3cbb-5145-b78b-0a146d711987	4ac20a92-9650-4cb1-bf7a-752a5db31b39	Field Marshal
43d0cb42-82d4-51d6-a484-da36e6823c1e	2cd81534-79cb-4fde-bfa5-11c510ac6e11	Ghost Warden
96672b40-6111-5b0e-813c-20cc7454014a	2efbc588-019e-416a-938c-4ccbe7121335	Glorious Anthem
a15534e9-5382-5c4f-9225-85cd1ac6c25b	5a49daec-5f0f-497b-a88e-fa62bf48ca23	Hail of Arrows
00bc5af9-f21d-5511-8cc7-02d3ee39b2a9	45aa4b29-ce6b-4579-bee6-06a9ccfda55c	Heart of Light
ba99c0d5-7980-596c-af4e-bd30b90a31f1	f599cc6e-1ecb-407c-98fc-06e903f8b72f	Heart of Light
f4ccad5c-6069-54ff-a922-b8eadf4cf0a0	b79b3153-8874-458d-8e7e-cf97c6c1887c	High Ground
77211041-a725-54d6-8db7-9c505b100a53	f3895c0c-0db8-4962-b386-57887fb60701	Holy Day
c06c81b1-54e0-5ad2-ae0d-8c0ee4b29bd5	e21264cb-d915-4431-92fd-b0aa32a715fc	Holy Strength
cb7866ab-aa3e-57b0-94ca-a01f56e1a19d	b957dd74-d6c0-4da1-a7e8-86459f23d090	Holy Strength
193c6585-4664-56e9-9dff-7d99f0090354	9c8a5add-87af-447d-9fd7-c4aeec3685fb	Honor Guard
76eb90da-ca7d-5744-8556-06768b3df447	71f8c040-b6da-42f4-9140-7cd5eceb51c7	Icatian Priest
f17541a5-f4f7-5d22-a3c7-621276d02986	ea3d742a-52a1-45c8-961a-85b6ff120c44	Kjeldoran Royal Guard
2947ce99-8401-5047-bc9b-3e38d65c99c5	83bf030b-4e20-49b0-837f-935f96b5d1fe	Loxodon Mystic
b458de9b-4fe7-52f8-b6a1-b8280e1ff334	bf02b5fa-8589-462e-90f5-552c8f28a22f	Loyal Sentry
59ff2dcf-9c03-5d55-96b3-d59876401f87	e34fc636-439f-4ce0-8189-5d00b0cf6b1a	Luminesce
f74e1e4f-8e39-5bc6-a860-11bda5d2bd07	bccc50a9-2cd0-4ee0-b4c9-a181b6b0cc7f	Mobilization
687c4dc3-2cf6-515b-bcb8-920109129a26	b8afceba-d9f6-4a98-8dbd-f6922492a296	Mobilization
2452ed98-a587-533d-b573-c8ba906e0eac	0468f109-8020-4a74-8ffd-bba771362f76	Nomad Mythmaker
3973a739-99fc-5664-be27-6c7fb795304c	11417661-a53f-4392-abb3-b415fd939311	Nomad Mythmaker
3eb263cc-34f3-5c6d-b49f-ab80d100012f	686352f6-d8e7-4d31-83bd-3d087c103e75	Pacifism
ad4777ad-917f-52c6-abd0-5b2fa16b392b	84817323-785e-4f8c-b0ce-6b9e36bebaf1	Pacifism
b71891ca-9547-5348-a9a4-ac19a311000f	aea1a8e1-35f4-4b4a-aa68-21b5219527a9	Paladin en-Vec
767d268a-0522-50ab-adf3-4702e5427fb3	6b1db895-5e14-48c7-b464-4e36be432579	Paladin en-Vec
fc37b440-4ae7-5bcc-83a0-9e650ba76371	eb3f7e4f-57d1-4b8b-85d7-ef62ceccce93	Pariah
d875ba41-3bed-5594-8898-84be557baaa9	8c110365-493f-4995-b919-59d0f4e2092c	Pariah
933e8252-9415-56c4-bbbe-215992d2e8e4	15b3dd79-ac4c-4ffc-9442-1efa0082f60f	Reviving Dose
9522b26c-87b3-59a8-b921-6fb621ea95d4	4b81ef83-41c2-46dc-aff9-41bb3a32637a	Reya Dawnbringer
bdab443b-72cc-51a3-a329-27ed56515f4d	f9349fdc-3d9c-4fa9-88b6-a7bc782bfd44	Reya Dawnbringer
52d7d518-a348-5eb9-8113-ae1dca052945	bda6c9d5-113f-44f1-bfaf-c40001ba9f60	Righteousness
9c71bb50-3a33-5299-897f-a36348543fa6	1529ebe9-c809-4c84-9096-1fa05388b660	Rule of Law
9e3a3248-58e0-5302-ac2e-0f0aad1330a0	621f9a58-0bc8-40dd-aef1-43618274d6fe	Samite Healer
3ceacb08-12d1-5f9c-aa1e-cfa105405fcc	658b2f11-7420-4fa7-98f0-4f4be2093355	Serra Angel
4b6dc00b-d788-571e-8732-477067dc0b4e	354aa649-0261-4fb3-ac83-babc0e957be2	Serra Angel
bfc16b61-6d3f-5587-9522-7f69e5701f6f	2ba6c4f3-59cf-4eb8-97fb-c9138005e19c	Serra's Embrace
650e393a-3dd6-5b45-996f-88b94aeba78e	6288d296-a8d5-43b5-b281-ba7063407724	Serra's Embrace
21b70b7e-e90f-5c15-a10f-2434eac5ec0c	a9cda455-34dc-45b6-aafc-825c1c42b67b	Skyhunter Patrol
55694829-ee2f-5589-a1fd-6d21a4d9c99e	f9989475-fba5-4043-98bd-a4eb106eb487	Skyhunter Patrol
fba461a7-772a-5011-82a4-ebd4f590ef70	52aa4af5-f0cb-4512-bef5-2e46a43aa27b	Skyhunter Prowler
d61649ce-a715-51a0-8099-98d607503b0c	fae3b1f4-54d3-40b5-8696-1d0e1989e931	Skyhunter Prowler
873c6b2e-36a2-515f-b675-0d1749fc55ba	c38fd8f5-6e12-4675-99bb-b493af6a9e52	Skyhunter Skirmisher
29fa0924-e7ad-575c-9462-a1aca339a9a4	87bfcc61-80fe-4d21-8219-d31420a28989	Skyhunter Skirmisher
0843f6f9-4571-5c03-b0f0-4375ef3d0401	5fe5fe13-b57d-4514-89e6-79909474f7e8	Soul Warden
97fe73f3-1f5e-5cfa-bcf4-da87487913ae	22d0e011-b0e3-461d-bbf2-bb1ca77b94bd	Spirit Link
e89300a0-6c82-51bc-9afb-a29613ef42e5	0fc4de07-4a46-41d6-81b8-4d6299b88ee7	Spirit Link
c8b5f49d-5e73-55b7-aa3d-4d527d36685f	286e436d-5c46-4a39-b773-99548befb9fa	Spirit Weaver
285af710-198c-53b2-a13f-e1e7c466ed76	d8d2139e-76ea-49e2-ac43-6d9cc51ca09f	Starlight Invoker
4588da50-21b6-58dd-8b8b-dd1881b77b90	42a5c12b-c947-4a71-b54f-e310150858a3	Steadfast Guard
6a3ec90a-8bee-5547-8974-54560789ab0a	07631735-2024-4e7a-b8b3-b7743f4e4a86	Steadfast Guard
8ed40a53-1677-53d7-b96d-f5b57c76af67	6194fab1-c185-4df5-8900-37d28ffae545	Story Circle
41226fde-4648-550d-b6f1-40a5fda66b24	b4886566-af41-4d14-8ae1-ce2952db8e42	Suntail Hawk
78022b50-e4d5-5273-9a40-4afbe57d2c47	18d4bbec-c20b-437f-88e2-d609fd7c6003	Suntail Hawk
f76517b0-9822-59d6-9dd7-08297c838fcb	1475f999-5a85-4177-aa30-15c51cf69812	Tempest of Light
be79eab7-d698-5246-b746-aa0152c7cd25	0282b59e-78ef-412d-bb76-fb337f32a213	Treasure Hunter
c8548301-2902-50af-88f1-191470f09b3f	85a9c5c4-47d1-4b87-8cbd-2212ee6c5887	True Believer
d76b5aa7-9132-5ce2-a51b-96e2aff2dceb	1a2e41e3-919c-4bd3-9eea-adc0291f5f8a	True Believer
160706bd-59d7-591d-a53d-9ce816352603	15f573db-f4f8-4311-ba47-234e5171da3d	Tundra Wolves
b2f71436-9adc-5fb3-b393-10b35e6ed5cd	80eec9aa-3058-4746-9a7d-0e880b0ce3ad	Tundra Wolves
8912985f-997d-598e-a351-2a66e0a53cb1	b36501d5-4f45-4191-b8ec-6ab435b61bc1	Venerable Monk
c883fe31-b39d-5f7b-9f78-fcd980aa7743	bc4673ac-4305-4fb2-9ba2-1c72f04574c3	Voice of All
3a777199-c4d0-5a38-9136-118303761fbc	db289ae0-b36a-43de-9e1b-56aaf6bf6ad8	Voice of All
4b6e39c7-8bab-53af-90c9-6c58a16e38ef	e6938602-d531-4ff1-abb3-c7982864c2e0	Wall of Swords
36d10dc8-1cd0-51fd-9806-0cc5c2bccad5	14792249-fadc-48a6-a4df-2034c576688f	Wall of Swords
fceb7627-a326-50bc-bb6e-a3b53d54e393	09117d06-79e6-4f86-ba92-d1f8fe165147	Warrior's Honor
b9b51644-a161-5d91-9e11-ac4c0f0a9054	099ecf12-b750-4a95-85c8-8612d2a77a0a	Wild Griffin
c9a65040-7242-50c3-85fd-80bb0063f699	fed40871-63a9-4ae2-8df8-8229e12fa252	Wild Griffin
016ffdf0-5d66-59de-9922-18a33f73139e	b4b6d10c-89eb-42a9-beda-129dbc5c79af	Windborn Muse
48dcb47e-20f8-55da-b6af-693a3bdb4ea1	688bd367-9f6c-42d2-ab67-54d6e3b61d7b	Windborn Muse
27c8c744-a353-59ac-8df1-bc08a515c963	b969f680-b176-4bfa-a160-714de8e03c25	Wrath of God
25f2744c-4bb3-5d78-83f1-5cb1864b3f83	d7dbb437-9c76-4b87-99ba-1e24047dc3a6	Youthful Knight
7b22aabe-4bee-5cf1-8c94-f63188c4996b	b4b0f2a2-464d-41c1-a78a-49a4c1f0db69	Youthful Knight
fe1bb562-c127-5754-b393-17e5fe698a5d	b62ca800-ec24-476e-b56f-834eef9622a9	Academy Researchers
e40955ec-2262-5e56-a49d-b82c12809c0a	be2326dd-78c9-46bb-a459-306602939a41	Air Elemental
59626aaf-0392-5728-bb16-948bd7455b41	b0720105-eb26-42a0-a12e-1f05e8af0f3d	Air Elemental
8f6dc4f0-eb1c-5c34-b25c-bf7ecefabab8	b261067f-b5de-41cc-ba9e-6ef4c061e170	Ambassador Laquatus
087bb1a8-8a8d-5b75-85da-484fa569c0e7	0ed53483-4bec-491b-9ae6-afc6faf122a2	Arcanis the Omnipotent
1eac51fb-ee34-5d48-a4a4-9a8a69e15ded	55552a2b-1861-4235-a60d-ccabb4839d54	Aura Graft
8efb0888-4059-5abf-aa8e-651865b88198	bba2cd91-84a7-4d05-9a0c-55440491be1e	Aven Fisher
085a0074-c7af-553c-9def-ed4438091445	21991934-378a-49e0-8678-0c444f8f94ee	Aven Fisher
0af991f6-21e1-5c5f-be05-8699e7583c01	3a67d7ae-3117-433f-ad82-44a4f015fecf	Aven Windreader
11515399-8781-5528-a850-7f4308856b14	fc9c0a27-eefc-46f6-88ad-ab0846e802ef	Aven Windreader
aeabcaca-3216-53cf-9dcd-fd45124ec9d9	f4095675-1e3f-4d3c-b565-5c434d2e5cc0	Boomerang
52226dc4-9232-518e-8075-324b75e172ad	1850d1d5-f506-4e50-9d51-408f987bbbbd	Cancel
b53dcdac-8c8f-503d-81f3-809ed3c74ffc	82c5272d-df5b-4c21-9bff-4d6245b8d2a6	Cephalid Constable
e302f2f6-36ed-5487-bbaa-32484f7c2625	0782f78b-ff4d-4567-8606-d4f0ebb0a304	Clone
e5ec4369-0e55-5920-9749-fe0e96f28b8a	c6bc3025-704f-476b-bcb3-74b905755dc9	Cloud Elemental
98a7730a-4794-5fc5-bd29-cf74e06b26ea	caa91c8a-0838-4c12-8f7a-c038ff6d6e69	Cloud Elemental
6b218ea0-51ee-5d1c-86e7-a7c87a576a66	feacf831-a6e4-456b-b8f2-d7ec554281a1	Cloud Sprite
b5b10184-fb55-5010-aa0a-5081ec2ff5d2	cf0bf2fd-0341-461b-b19b-c79016f0d890	Cloud Sprite
70d4b5a0-f7d1-5532-860d-60acf2def941	1224718a-e1a7-473d-ac9d-497e624376cd	Counsel of the Soratami
bda572c0-c04b-55b1-a094-c10797c1e6a7	f186271c-2b03-4e0c-b922-27e23787d865	Crafty Pathmage
950bf3c5-5915-5241-8044-ccf6cfa0c90e	4414ad73-146e-47a6-926a-ec148194bb50	Dehydration
800a1532-7118-538f-b4bd-01333155a5f6	b404659c-7354-419c-b6bb-7f2fe21af958	Dehydration
b6717c3b-235a-506a-ab1d-f8c442de4e47	baf37153-ec4c-4c2f-89f7-450f0a157311	Deluge
557c7784-332d-5fd3-be9d-00976669d4ff	3bf7e928-511c-4a31-b1fb-8c28bd41182a	Denizen of the Deep
d91b6cf5-230f-50ac-b536-0749db4c6ee9	8bee0d51-f4a1-4a3a-9ccd-540c3afe62d0	Discombobulate
cf0abba2-5be3-5cab-bc31-aad198e6c377	53ebb96f-185b-4aa5-ad4b-9c02ce44d387	Dreamborn Muse
9effbb87-da93-545b-9280-7e9bfb4faec7	a978fa0a-a52b-4464-afe3-d9f7bc202e63	Evacuation
b538bb8d-fb8c-50e1-9544-488ba9f66a41	6d3e5fd8-2542-4fc9-a806-d9af287dd734	Flashfreeze
f26ef0bb-15d0-5a47-8236-5c026be456bc	95534175-0bf8-4460-8182-117dc1487dcb	Fog Elemental
8164ec7c-c4ca-504c-a288-f9e176472604	ccc5c785-a51d-4c43-8cda-57005ae566a8	Fog Elemental
90918f01-2039-5df3-b67a-859c26df33fb	1c7be532-d353-4961-94bf-db3265515753	Fugitive Wizard
47206315-4e8b-5a1e-81f9-9e0d0450a001	a32862f4-53ed-41c7-b90f-5df2c01dd447	Horseshoe Crab
4a4e7413-b7cd-5db8-badf-13b05b3e1351	a7a42c38-6129-4e6e-9e27-e2c812ce6f45	Hurkyl's Recall
c6ffed1a-c7f9-5cf8-a45d-b81907db1d5f	0a03ba5a-ac27-4fce-9eaf-b029ab26f9e1	Lumengrid Warden
ccac3dca-58bf-50fa-9516-ec316ebdd342	7a79bb42-a4c4-46c6-a5ed-43bbf028a7f0	Mahamoti Djinn
c41d6ee0-9e0b-5875-b689-eea1fdae2107	5a95fb2c-3d6b-4b12-8bf3-f869dd2c2a17	Mahamoti Djinn
4ec1046f-66bf-5586-821a-afd7cc4509ba	db17edd1-e9ed-4fd5-a304-f9a34983d138	March of the Machines
80733948-e6a2-59b9-922a-69c41dcc13da	a94aadbd-625c-4bfc-8e31-00a680094332	March of the Machines
b5a13898-fabc-536c-9d31-7108d169d7e3	28e4e99d-5834-4f6c-b915-4f95edc1337f	Merfolk Looter
8e1c5ba7-b33c-5e9c-90a3-5299b9a312ac	692a5bfa-9a50-4610-acd7-19fc0a53f798	Mind Bend
a01dc5ea-274f-581a-b64c-3cf2198c8bc3	dbb5c0f0-fa65-4868-b0da-e4e7b4c9a2f3	Mind Bend
5ccea46c-ca5e-5888-8fbe-be188ed454dd	869a6c06-eae5-418e-9a5c-26598a929416	Peek
d7e3590e-966b-50d1-892d-d1d1e40ab8c1	e957fab3-7a79-4b8f-813a-daaabb0ccbea	Persuasion
8dc67f1d-a214-5efa-aeea-20f4ac1b0483	3ab3611c-b0ab-48ea-8c64-e7c500e95fc5	Persuasion
9c28cd24-1bc3-5346-bc8f-78bba2616a79	626ea51c-1ef0-49ed-93de-52f8f6a9d595	Phantom Warrior
12da55fc-0d14-52d2-93ec-408efc8a813a	d59ae2f8-1e19-495a-86a9-8391e1e14ac5	Plagiarize
2bb93fa0-5d7a-5854-9b0b-8994a72dede9	b0814958-2fec-443e-b27e-cd2416ccbf95	Puppeteer
a4457d1d-da77-5529-8f5c-b2055f64dcb8	f49a8b0d-f130-4a16-a79c-607618cc40bd	Reminisce
988ea8fb-71a8-5a93-ac82-93b9a1ef9aae	35673701-684c-4ba6-99f5-74364bc6fec2	Remove Soul
2f463577-b7e9-5b81-806d-eaee726b0ddb	9948fcc3-6e95-4b39-accd-a4083fff1244	Robe of Mirrors
f6673219-6593-5aad-8e95-7d5866a0efe0	110b92c8-6bc3-4b2d-b71d-d04db8c3b465	Robe of Mirrors
031f0c72-c896-5653-bd35-0a06a5660e52	1da47bd4-58b6-4ef3-bd42-caf947e38645	Rootwater Commando
7594c295-1de9-5534-94a2-2f19579d8ad4	b8c1cfde-c08e-4fda-8b3c-7e7a0121f87b	Rootwater Commando
82984836-a0bc-5a29-a753-c035055f53e8	09179261-aa02-4144-9028-3b8d6420a860	Rootwater Matriarch
544ebf99-9a7a-5dc3-b4da-a8df09dc27c0	1ed89567-cb18-4e51-a978-eac81d112aa1	Sage Owl
2623eb72-3928-56fa-ac66-38ed3aeb05b7	36d6c0f1-7479-4f15-8d85-e8dfface190d	Sage Owl
55c90449-0ca9-5377-9fb5-7e136c128d2a	ad3ca697-bdf4-41df-973d-22a0ce89ad35	Scalpelexis
fd3d54be-a5f6-53b1-b543-684049d596cb	c8d19d71-3ae2-4c48-aa7e-406b2c188b99	Scalpelexis
6d0e0ca3-aeb0-5409-8e75-40b59f27c404	3809b4c6-79b4-4a06-8fc9-beabc278cbf8	Sea Monster
8d77661b-7a39-5747-ba3c-534d756dcd7a	66c9aa9f-acd5-4908-9e11-1a152363ef42	Shimmering Wings
d2981469-2344-5ffd-a0b0-221f33cd925f	ae2c0439-aed2-4ed5-b38a-d2b321811ccc	Shimmering Wings
eddc942d-11ff-5798-8598-12ef358263b8	917a5c02-89b1-4d06-8d65-8db8c9c485a9	Sift
9beb8ebf-31c8-5a6b-b4a4-12cf0d3214fd	5095e0e4-d077-46a5-850c-68399fd16da6	Sky Weaver
6bb55772-1a20-5451-baef-37cf2baed454	c58d58cf-3023-43cd-8aec-61e32510471a	Sky Weaver
600c2896-d131-577a-b953-67fc9ff683fd	03b2ad93-8287-4b87-88ed-c627bd54fd49	Snapping Drake
6a5666c5-67a2-5ba8-88d4-5ba0e21ccff5	9e7fdfc2-782c-4a3f-8761-ace19c479b07	Snapping Drake
17f956b9-ab30-5081-9091-38b1dd34f522	8d0586e0-5e93-4742-a5ae-893edd49117d	Spiketail Hatchling
2a3cf6fe-d04d-590a-b692-c047e337c5a7	15f4905c-9227-4f0f-a41a-d7509740c1ce	Spiketail Hatchling
0493d478-e53b-5407-b9ee-060179bb8d02	f136c6af-fda0-4c4a-a67b-f431e4e51385	Sunken Hope
8f311ccf-2931-54a0-8dfe-4a8eb1e6f0ea	158b0bb5-04c0-41aa-ac39-43bb0f274fd7	Telepathy
6283b3ae-5984-5837-a5a6-2e2edadcca08	3caf69d0-58bd-4cd1-9108-56e6cbf882e4	Telling Time
b4e43bfd-8bf8-5fe7-b9e3-337df8399308	96395d53-5eaa-4d17-a473-f685ad925eaf	Thieving Magpie
569bc8c6-78b8-53d9-9945-e39204ffd91f	270ec8a0-71c0-45dc-b79b-6272216eceb3	Thieving Magpie
38b94483-a514-5c08-9560-ff57278a4224	39195bf4-896a-4a58-a7de-b9110216333b	Tidings
64e71e87-6f61-5312-9f5e-5a4bed637245	521d1b29-c25b-443b-ae5f-07c11786947e	Time Stop
15c10429-74fa-5c25-a836-988a1e5cb924	433ca5fe-2b38-4b37-98eb-4f2860990f87	Time Stop
2b7f1ec8-809c-5ef9-b6ca-09d85691a37e	3c878780-f666-44ab-a60e-c9985f628fc3	Time Stretch
1fc2f7e5-0679-59e0-ab61-2206d5a2ee7b	de4e697d-8fef-4db9-ac8c-c5e940a9ab07	Traumatize
1bec523a-c82a-5e44-916c-7c415f0518e2	07d65aee-242e-4255-b2a7-5a3a3b464b48	Twincast
d3c7b1b0-4ab5-5f9e-9cfa-4c0bec7d09e2	881386b4-fc85-49f7-b2a5-3b41f6a6c920	Twitch
8a4384aa-0d1a-5949-8ee2-81c06131c56f	ebe16e3c-9cf5-4b5a-8ec9-8a2d60f3fcc9	Unsummon
be8e2b52-1afd-5bd6-bac1-37a493f3f69b	ea34a540-486b-42dc-993c-93698988d024	Vedalken Mastermind
c8addd97-f793-5e09-861f-229ee6e70b29	40595366-8601-40e0-a070-fc218723270d	Wall of Air
6baf14b6-bc45-50a8-9940-c4b6ffd54450	c64ce111-91c4-4ae2-91ed-6c69a91fb2bb	Wall of Air
f0598f4c-47f8-598c-8124-06250878167b	20f18447-2853-469b-b3b3-20d6bcafa6e7	Afflict
53609246-d1dd-5fcf-acce-29754b6051a9	28bac7a8-d3bb-4032-b30b-db7328e4d2fc	Agonizing Memories
16f58a3e-aed4-5db0-9843-4b6e8ab37c0d	82419eea-a397-41df-b526-f3bea857bbbd	Ascendant Evincar
d950ce65-7478-52fe-92ac-82dc88d67455	1d1244ad-5b5f-41e8-bb0e-9cc854e663fb	Ascendant Evincar
9e4b127d-a9a1-5bc7-b7fa-6cfe271bb1ce	d79599f4-7038-4b8f-9a44-e58b650f21a7	Assassinate
ba8199ea-b2d1-582b-915d-7c27b20fd32d	1ee97c64-39ab-4967-a7e4-3fc5e793d534	Beacon of Unrest
a3380640-6a15-51ab-96ac-13a569dfcdf5	d1b39f2d-96f2-4cac-9f6d-a061dbef749b	Bog Wraith
e8a8e154-2eed-5f45-8868-dc15059ed0df	151643af-a8b7-4291-9ba1-839091eb342f	Bog Wraith
399bfa91-06ea-5d9f-8599-f7bdadeb95d6	b8117171-08a7-44f6-9c14-12e8b96c7632	Consume Spirit
1e494bbb-7546-5025-ae66-a699d2e57d1d	a56b6552-367e-4b0b-9095-42322843b1b2	Contaminated Bond
402b5c7a-d2b8-5eaf-86f8-4ef325e4d874	67f5ba76-b6dd-46cb-8b5f-415da19986e0	Contaminated Bond
632dbbc5-6ec7-5868-8a20-228936473f51	0c3d9c1d-a984-4971-810c-e493d0a55e5c	Cruel Edict
eb9cf98e-304a-5407-9a59-0377b34e659c	5f9271cc-6525-4a44-af24-915f0ba5afa9	Deathmark
7cff9e06-4104-5b95-9905-503e38168618	1fb98f0e-5fa0-497e-9061-85cf0b3a3eff	Diabolic Tutor
fcfcaa6f-348e-5fdb-a6ff-5a38064312bf	1ebb7ade-ebbb-49fb-b64f-fa247f9a9af6	Distress
f160d350-3e41-5507-90a8-53e3b1788104	384ff8ca-068d-4115-9139-df00b63e2912	Doomed Necromancer
52cfc1b0-dbee-5174-9fda-88e4c301f1ae	efd5c07e-4ece-4c8b-93c8-6abd7dd3a39a	Dross Crocodile
126325b6-0fba-5508-b904-261c04e97aca	01e71542-b9c1-4431-bfef-da629a3edc57	Drudge Skeletons
c9e11dc0-e3f2-5baf-8d63-b920110b86ba	d9038925-7acf-42b7-abec-c8eec9f591b6	Drudge Skeletons
043c0a3c-9682-5056-b2e1-c13ca2fd1eaf	b7f264f6-832c-42fe-8642-00ee0f009c08	Dusk Imp
2a09cbaf-7f1c-58c5-b539-e535de403f93	e2bcb6ac-b27f-4da3-9f68-40b3c59cda88	Dusk Imp
cc5df530-901f-5e7f-919f-d70f2af98603	8af61c18-a7ac-42c8-a942-d2f546c1ef57	Essence Drain
70d5f110-0d9e-5e91-ab22-9d568e09c625	d8fa57eb-e307-4104-a291-c6cbfa235816	Fear
0d0603e2-131d-5047-87b7-ede7b8bdf514	5da4136b-ad5b-4234-a476-90e1dcae00c6	Fear
1cf0084b-143f-5205-a7b1-e668fe9fe521	fce1a3a3-f0b8-4088-85f6-8cbdd1f29e65	Festering Goblin
0dc7d863-06df-5d28-b432-15021658c74b	bfd23186-6796-4430-86c5-f0d5337bbc91	Grave Pact
d0f0e370-5cb0-51ee-992b-56dce01e4b01	3d460b79-f1a5-41c4-a5b3-61f703fd97df	Graveborn Muse
119a6690-3861-5949-96a5-860dbec93e36	da57d35a-ca0b-4f93-867c-d0a9fb5108f1	Gravedigger
da408761-f51e-57ee-b0dc-84920e6704fd	b5b3c413-96ca-42c5-b263-f2da195c1854	Hate Weaver
b4dc9da9-39d8-538c-913f-47a72491a993	73ab3037-7e62-46a7-800e-8bfa7d33f237	Head Games
550a0f68-2e44-579c-8428-fcaededcd5f8	f4ac9d57-a724-4ad1-b6a7-805381c21bb3	Hidden Horror
419ebd4e-b918-5c86-b4c5-cef4ffd97a78	b9d4d095-664e-4704-b922-f868d0d454d3	Highway Robber
7436a874-2288-570f-a235-c776bf0c3b61	d08978a4-1c3a-4abf-9991-fe36220e1f4f	Hypnotic Specter
ed64e70e-668f-5670-8766-723b17e20117	2110f97e-d9a2-4575-be70-8b13dc85d418	Hypnotic Specter
28af9864-dd37-55e6-95df-524353c86748	d665187f-a8d3-40b6-bfaf-cf25d84484b4	Knight of Dusk
311b5984-8d3f-5e5d-83f7-0674f587c608	aba629ab-a322-4a7c-b6e5-477ca1b709bf	Looming Shade
57089018-da77-5214-85e0-ca9e05fcd37b	56ea363c-ec09-4d79-aaf9-f8ff2e2a34c0	Lord of the Pit
00007749-0633-569d-bb83-f998de55610b	b6293b9d-5454-4fb2-8351-b545b3187430	Lord of the Pit
2e2e7425-7fcb-5754-bd93-5e8b28a630cb	792e773b-5feb-407f-a162-f35d6e693cca	Lord of the Undead
68f30a00-9e00-588d-92e7-8e7bfb0b1448	4fe5e3ea-fcca-42c2-b3af-bfcd3a81dfff	Mass of Ghouls
21e80fac-83bf-50ab-bdd9-e6a2a81e5de9	13604ba3-b238-4a63-80f7-9dc2d5d04ded	Megrim
cf090a33-895a-57f0-8a61-034a95eb0c89	4239c4e8-41f3-47fd-bd01-fa0b28976e29	Midnight Ritual
b0787812-ee38-524e-a45d-a73846f4f235	e77cb309-1fb2-451e-a96d-b02b8c99932c	Mind Rot
69060c48-de9e-5f66-aae5-980ad22e29cc	f1d9cfce-1507-4cdf-9d58-6ebaf44e72e3	Mortal Combat
986af3a5-f028-584f-b938-a66d4d0b5020	b0ad89ad-03ee-4227-b2a6-5d5002eecead	Mortivore
a00e2872-6f2f-579a-8e32-cd6da2d61a46	8c9c213d-9262-4cba-8bde-161baf8cc0c0	Mortivore
d90a7f57-b2b4-5e38-ae49-fbd78db15c1b	7a8f8f83-65bb-4da3-8263-e58162ebb24b	Nantuko Husk
5770f8cd-cb69-5e6f-b0d0-7b5f7957434b	fca42df8-a9a2-4391-8dec-7097f788c250	Nekrataal
